index,verse_index,verse_id,word_index,root_word,arabic,english,transliterated,meanings,chapter_number,verse_number
147,21,2:13,4,ا م ن,ءَامِنُوا۟,"""Believe [you all]",āminū,to believe; trust; be secure; be in safety; confine in; security; place of security; trust; covenant; pledge; faith,2,13
148,21,2:13,5,ك م ا,كَمَآ,like,kamā,because; as; even; since; just as,2,13
149,21,2:13,6,ا م ن,ءَامَنَ,[he] believed,āmana,to believe; trust; be secure; be in safety; confine in; security; place of security; trust; covenant; pledge; faith,2,13
150,21,2:13,7,ن و س,ٱلنَّاسُ,"the people,""",l-nāsu,human being; to swing; halt in a place; move; toss; mankind; people,2,13
151,21,2:13,8,ق و ل,قَالُوٓا۟,"they said,",qālū,to say; speak; inspire; profess; grasp; point cut; relate; emit an opinion; thought; answer; reply; to fabricate lies,2,13
152,21,2:13,9,ا م ن,أَنُؤْمِنُ,"""Shall we believe",anu'minu,to believe; trust; be secure; be in safety; confine in; security; place of security; trust; covenant; pledge; faith,2,13
153,21,2:13,10,ك م ا,كَمَآ,like,kamā,because; as; even; since; just as,2,13
154,21,2:13,11,ا م ن,ءَامَنَ,[he] believed,āmana,to believe; trust; be secure; be in safety; confine in; security; place of security; trust; covenant; pledge; faith,2,13
155,21,2:13,12,س ف ه,ٱلسُّفَهَآءُ,"the fools?""",l-sufahāu,"foolish; ignorant; imprudent; immature; to be fooled; ",2,13
156,21,2:13,13,ل ا,أَلَآ,No doubt,alā,no; not; [present tense],2,13
157,21,2:13,14,ا ن ن,إِنَّهُمْ,indeed [they],innahum,,2,13
158,21,2:13,15,ه م,هُمُ,they (are),humu,,2,13
159,21,2:13,16,س ف ه,ٱلسُّفَهَآءُ,the fools,l-sufahāu,"foolish; ignorant; imprudent; immature; to be fooled; ",2,13
160,21,2:13,17,ل ك ن,وَلَـٰكِن,but,walākin,but (after a negation); but not (after an affirmation),2,13
161,21,2:13,18,ل ا,لَّا,not,lā,no; not; [present tense],2,13
162,21,2:13,19,ع ل م,يَعْلَمُونَ,they know.,yaʿlamūna,"to mark; sign; distinguish; long mountain; know; distinguish; nation; world; community; science; knowledge; learning; information; wise; learned; one who knows; educated; taught; well known, one's limit of potential knowledge",2,13
163,22,2:14,1,ا ذ ا,وَإِذَا,And when,wa-idhā,when (future particle); if; behold; then; at a time; as; while; since; on or all of a sudden; in that case; for that reason; thus,2,14
164,22,2:14,2,ل ق ي,لَقُوا۟,they met,laqū,to meet; meet with; see; throw; come across; experience; suffer from; occur; undergo; endure; find out a thing; lean upon; receive; come face to face; go in the direction of or towards; giving; on accord; to cast upon; shed over; granted; gifted; throw out (a suggestion); put down; make accessory; receive; learn,2,14
165,22,2:14,3,ا ل ل ذ,ٱلَّذِينَ,those who,alladhīna,He; Him; Whose; Whom; Which; Those who,2,14
166,22,2:14,4,ا م ن,ءَامَنُوا۟,"they believed,",āmanū,to believe; trust; be secure; be in safety; confine in; security; place of security; trust; covenant; pledge; faith,2,14
167,22,2:14,5,ق و ل,قَالُوٓا۟,"they said,",qālū,to say; speak; inspire; profess; grasp; point cut; relate; emit an opinion; thought; answer; reply; to fabricate lies,2,14
168,22,2:14,6,ا م ن,ءَامَنَّا,"""We believed.""",āmannā,to believe; trust; be secure; be in safety; confine in; security; place of security; trust; covenant; pledge; faith,2,14
169,22,2:14,7,ا ذ ا,وَإِذَا,But when,wa-idhā,when (future particle); if; behold; then; at a time; as; while; since; on or all of a sudden; in that case; for that reason; thus,2,14
170,22,2:14,8,خ ل و,خَلَوْا۟,"they were alone,",khalaw,to be vacant; empty; alone in a place; solitary; solitude; elapse (time); be free from; dead; gone; passed,2,14
171,22,2:14,9,ا ل ي,إِلَىٰ,to,ilā,,2,14
172,22,2:14,10,ش ط ن,شَيَـٰطِينِهِمْ,their devils,shayāṭīnihim,to be obstinate; perverse; become remote or far from the truth and from the mercy of God; rebellious; devils,2,14
173,22,2:14,11,ق و ل,قَالُوٓا۟,"they said,",qālū,to say; speak; inspire; profess; grasp; point cut; relate; emit an opinion; thought; answer; reply; to fabricate lies,2,14
174,22,2:14,12,ا ن ن,إِنَّا,"""Indeed, we (are)",innā,,2,14
175,22,2:14,13,م ع,مَعَكُمْ,"with you [all],",maʿakum,(preposition) gathering or assemblage in a place or status of time; at a time of; notwithstanding; though; nevertheless; simultaneously; with; accompanied by; in the company of,2,14
176,22,2:14,14,ا ن ن م,إِنَّمَا,only,innamā,,2,14
177,22,2:14,15,ن ح ن,نَحْنُ,we (are),naḥnu,,2,14
178,22,2:14,16,ه ز ا,مُسْتَهْزِءُونَ,"mockers.""",mus'tahziūna,to mock; ridicule; jest; laughing stock; treat scornfully; taken lightly; bring down disgrace upon; send down contempt; requit with punishment according to their mockery,2,14
179,23,2:15,1,ا ل ه,ٱللَّهُ,God,al-lahu,to serve; worship or adore; to protect; grant refuge; preserve save; rescue; liberate; object of worship,2,15
180,23,2:15,2,ه ز ا,يَسْتَهْزِئُ,[He] mocks,yastahzi-u,to mock; ridicule; jest; laughing stock; treat scornfully; taken lightly; bring down disgrace upon; send down contempt; requit with punishment according to their mockery,2,15
181,23,2:15,3,ب,بِهِمْ,"[at] them,",bihim,with; from; in; at; during; for; by; on account of; according to; with the help of,2,15
182,23,2:15,4,م د د,وَيَمُدُّهُمْ,and He prolongs them / leads them on,wayamudduhum,to be advanced (day) to stretch forth; extend; draw out; cause to increase or abound; draw forth; spread wide; strain; manure (a land); take ink; prolong; respite; reinforce; aid; term; allotted; period; ink,2,15
183,23,2:15,5,ف ي,فِى,in,fī,(preposition) in; into; amongst; in company with; during; with; of; for; for the sake of; upon; concerning; after; in comparison; about; among; on account of; respecting; by the side of; on; by; against; according to; in respect of,2,15
184,23,2:15,6,ط غ و,طُغْيَـٰنِهِمْ,"their rebellion / transgressions,",ṭugh'yānihim,to transgress; wander from its orbit; exceed the bound; to rise high; rebellious; being exceedingly wicked; injustice; infidelity; storm of thunder and lightning of extreme severity; extreme wickedness,2,15
185,23,2:15,7,ع م ه,يَعْمَهُونَ,they wander blindly / blunder.,yaʿmahūna,"to be confounded/perplexed/confused, wander blindly, stumble to and fro, unable to find the right course, mental blindness.",2,15
186,24,2:16,1,ا و ل ا,أُو۟لَـٰٓئِكَ,Those (are),ulāika,,2,16
187,24,2:16,2,ا ل ل ذ,ٱلَّذِينَ,the ones who,alladhīna,He; Him; Whose; Whom; Which; Those who,2,16
188,24,2:16,3,ش ر ي,ٱشْتَرَوُا۟,they bought,ish'tarawū,to buy; sell; barter; purchase; conclude a sale; give or take in exchange; refuse; choose; prefer; give up anything and take another; lay hold on another; to acquire for a price; of any one who relinquishes a thing and lays hold upon another thing,2,16
189,24,2:16,4,ض ل ل,ٱلضَّلَـٰلَةَ,[the] straying,l-ḍalālata,to lose one's way; go astray; fail; disappear; err; wander from; forget; waste; deviate; be misled from the right path; lurch; confusion; mistake; loss; doom; anxiety; uncertainty; absence; seducer; deluder; / ضَلَالٍ : error; wasted; astray; vain,2,16
190,24,2:16,5,ه د ي,بِٱلْهُدَىٰ,for [the] guidance.,bil-hudā,to guide; show with kindness the right path; lead to the right path; guidance; follow the right path; to find guidance; offering (animals to slaughtered during Hajj); gift; present,2,16
191,24,2:16,6,م ا,فَمَا,So not,famā,that; which; that which; whatsoever; as much as; any kind; when; how,2,16
192,24,2:16,7,ر ب ح,رَبِحَت,[it] profited,rabiḥat,to gain; be successful or profitable (e.g. in trade),2,16
193,24,2:16,8,ت ج ر,تِّجَـٰرَتُهُمْ,their trade,tijāratuhum,to trade; bargain; business transaction; commerce,2,16
194,24,2:16,9,م ا,وَمَا,and not,wamā,that; which; that which; whatsoever; as much as; any kind; when; how,2,16
195,24,2:16,10,ك و ن,كَانُوا۟,they were,kānū,"to be; exist; happen; occur; take place; become; be such or so; to be something; used to; beyond doubt; was; existed; happened; occurred; took place; were used to; is ever; is; worthy of; would be; are; Be!; side; place; abode; purpose; status; way; condition; intention; ability; place of existence or being; greatness; high rank; high standing; honorable position; certainly shall be; may be; ",2,16
196,24,2:16,11,ه د ي,مُهْتَدِينَ,guided ones.,muh'tadīna,to guide; show with kindness the right path; lead to the right path; guidance; follow the right path; to find guidance; offering (animals to slaughtered during Hajj); gift; present,2,16
197,25,2:17,1,م ث ل,مَثَلُهُمْ,Their example (is),mathaluhum,"to resemble; imitate; compare any one with; be or look like; bear a likeness; like; similar; resemblance; equivalent; similitude; parable; example; proverb; lesson; case; condition; argument; reason; comparison; sign; exemplary punishment; ideal; superior; images; statues; ",2,17
198,25,2:17,2,م ث ل,كَمَثَلِ,like the example of,kamathali,"to resemble; imitate; compare any one with; be or look like; bear a likeness; like; similar; resemblance; equivalent; similitude; parable; example; proverb; lesson; case; condition; argument; reason; comparison; sign; exemplary punishment; ideal; superior; images; statues; ",2,17
199,25,2:17,3,ا ل ل ذ,ٱلَّذِى,the one who,alladhī,He; Him; Whose; Whom; Which; Those who,2,17
200,25,2:17,4,و ق د,ٱسْتَوْقَدَ,[he] sought to kindle / ignite,is'tawqada,to set fire; kindle; light fire,2,17
201,25,2:17,5,ن و ر,نَارًا,a fire.,nāran,to emit fire or light; shine; sparkle; irritate; vex or provoke war; create heat; fire; burning flame; heat; war; faith; belief; inner satisfaction; wisdom; divine knowledge; prophets mission; remove doubt,2,17
202,25,2:17,6,ل م م ا,فَلَمَّآ,Then when,falammā,,2,17
203,25,2:17,7,ض و ا,أَضَآءَتْ,it illuminated / became bright / shed light,aḍāat,to shine; glitter; be bright; to become bright or lit-up; illuminated,2,17
204,25,2:17,8,م ا,مَا,what (was),mā,that; which; that which; whatsoever; as much as; any kind; when; how,2,17
205,25,2:17,9,ح و ل,حَوْلَهُۥ,"around him,",ḥawlahu,"To be changed, come in between, pass by, transformed, a year, to go from one state to another. To be altered or transmuted or changed, to shift or turn from one thing to another, to be shifted or transferred, to move or remove, to become crooked or uneven, shift from one's way or direction or manner, shift or move from one's place, to be shifted or moved to another place, to withdraw or recede from a covenant/compact/agreement/engagement, leap and seat oneself firmly on the back of his beast or horse, to pass, to revolve and pass, become complete, intervene as a separation/partition/fence/barrier/obstacle/obstruction, to intervene and prevent conjunction or communication, to pour out or forth, make or pronounce a thing to be absurd/inconsistent/self-contradictory/unreal/impossible, to desire or seek a thing using skill/management/blandishment/artifice, seek or endeavour a person to do a thing, almost congealed or freezing, look sharply or intently or cast one's eyes on a person, to strike or desire to strike a person with a whip, reckon a person, esteem a person weak, practice evasion or elusion, practice artifice or artful contrivance or device against a person, to trick or plot, practice stratagem.",2,17
206,25,2:17,10,ذ ه ب,ذَهَبَ,"[He] took away,",dhahaba,to go; go away; depart; take away or go away with; remove; pass along; die; be ended; hold an opinion; follow the opinion of; belief; adapt; opinion; sect; gold,2,17
207,25,2:17,11,ا ل ه,ٱللَّهُ,"God,",l-lahu,to serve; worship or adore; to protect; grant refuge; preserve save; rescue; liberate; object of worship,2,17
208,25,2:17,12,ن و ر,بِنُورِهِمْ,of their light,binūrihim,to emit fire or light; shine; sparkle; irritate; vex or provoke war; create heat; fire; burning flame; heat; war; faith; belief; inner satisfaction; wisdom; divine knowledge; prophets mission; remove doubt,2,17
209,25,2:17,13,ت ر ك,وَتَرَكَهُمْ,and He left them,watarakahum,To leave off; leave alone; abandon; forsake; give up a thing; neglect; omit; to leave,2,17
210,25,2:17,14,ف ي,فِى,in,fī,(preposition) in; into; amongst; in company with; during; with; of; for; for the sake of; upon; concerning; after; in comparison; about; among; on account of; respecting; by the side of; on; by; against; according to; in respect of,2,17
211,25,2:17,15,ظ ل م,ظُلُمَـٰتٍ,"darkness,",ẓulumātin,to do wrong or evil; treat unjustly; ill-treat; oppress; harm; suppress; tyrannize; misuse; act wrongfully; deprive anyone of a right; misplace; injure; act wickedly; injustice; tyranny; obscurity; wrongdoing; misuse; wickedness; oppression; unjust; to be dark; obscure; darkness; become darkened,2,17
212,25,2:17,16,ل ا,لَّا,(so) not,lā,no; not; [present tense],2,17
213,25,2:17,17,ب ص ر,يُبْصِرُونَ,they see.,yub'ṣirūna,"Becoming perceptive, mental perception, having belief or knowledge, understanding, intelligence or skill, knowing, giving light, shining, illuminated, making manifest, evident and/or apparent. To behold/perceive/see/observe/watch. Opening the eyes and/or seeing (seldom used unless mental perception is conjoined); Clear sight; Thickness of anything; Sense of sight, making or causing to see and/or have sight, eye-sight, eyes; Soft stones having some whiteness
Intent or a hard glance; A watcher or guard, a lion.",2,17
214,26,2:18,1,ص م م,صُمٌّۢ,"Deaf,",ṣummun,to be deaf; cork (a bottle); stop (a flask); be obstructed (ear-hole),2,18
